jobs,model_used,interface,iptm_ptm,iptm,ptm,confidence_score,pDockQ/mpDockQ,average_interface_pae,interface_average_plddt,interface_num_intf_residues,interface_polar,interface_hydrophobic,interface_charged,interface_contact_pairs,interface_score,interface_pDockQ2,interface_ipSAE,interface_LIS,interface_hb,interface_sb,interface_ss,interface_sc,interface_area,interface_solv_en,voroif_pgoodness,voroif_area,voroif_pgoodness_average,voroif_pcadscore,voroif_num_of_residues,voroif_residue_pcadscore
Q96DX7+Q86WT6,model_1_multimer_v3_pred_0,A_B,0.529616502429393,0.5394449234008789,0.4903028185434491,0.529616502429393,0.6279145542111813,7.2860995850622405,77.6018407960199,201,0.23383084577114427,0.4427860696517413,0.263681592039801,241,184.84890731130108,0.14186735388060623,0.4079148264278119,0.2881237323737148,10,12,0,0.49857357747125863,4402.50103983314,-82.38302188010218,9380.25028085975,4309.64122031832,2.17657336221759,0.876636333466105,225.0,0.660508327687919
P42695+P53350,model_3_multimer_v3_pred_0,8_9,0.4986175969926306,0.49963119626045227,0.49456319992134373,0.4986175969926306,0.31825528784683493,21.51276595744681,61.56974193548387,155,0.2903225806451613,0.36129032258064514,0.25806451612903225,235,145.9860363915902,0.011806706460176123,0.05700650769831991,0.13147063298843578,21,1,0,0.2731873412232154,3163.825148894508,-28.048987054611302,-2683.54802738231,3273.29097895,-0.819831797612791,0.0459547889972817,188.0,0.253049321290327
P49257+Q9H6T3,model_5_multimer_v3_pred_0,6_7,0.4734570000608619,0.49037307500839233,0.4057927002707401,0.4734570000608619,0.43787271220621016,25.525896057347673,57.820959409594096,271,0.23985239852398524,0.3800738007380074,0.28413284132841327,558,158.81302452977272,0.009908014635994937,0.5413718524459837,0.38809676644277247,46,11,0,0.15767153479751714,5443.208974842965,-57.30308928658576,-14439.3359593954,6620.77485682391,-2.18091330269493,0.00495928454423811,312.0,0.0500563646286869
Q5HYJ3+Q8NDT2,model_4_multimer_v3_pred_0,7_8,0.4523169205217459,0.47741812467575073,0.3519121039057263,0.4523169205217459,0.16954614919348707,8.156862745098039,74.4054347826087,46,0.2826086956521739,0.21739130434782608,0.3695652173913043,51,127.05250137438264,0.14472516116523285,0.6193042429185506,0.4451443436164635,2,5,0,0.39372207409240506,1097.6833776480096,-5.9798510283782775,-318.238568332345,1067.65725318,-0.298071845982853,0.103080759006238,76.0,0.263780279176126
P35240+Q6ZNE9,model_3_multimer_v3_pred_0,8_9,0.48506982566036255,0.4734291434288025,0.5316325545866026,0.48506982566036255,0.5894820011024207,7.521270718232044,78.84819999999999,150,0.21333333333333335,0.42,0.35333333333333333,181,178.01389180700042,0.11807987558168387,0.20403808294022605,0.17377772324095508,7,16,0,0.39152695596345366,3476.8873686740117,-62.259976444842664,1448.98054205474,3375.45300787332,0.429269949448254,0.278640189384884,174.0,0.419802054566965
Q16659+Q99797,model_3_multimer_v3_pred_0,8_9,0.47920306252143596,0.4628998637199402,0.5444158577274189,0.47920306252143596,0.5609834775097283,25.61352,62.139940828402366,338,0.3165680473372781,0.3224852071005917,0.2603550295857988,625,173.73581884107344,0.009626782340012735,0.013442578809078799,0.08406391402714931,46,14,0,0.2092187292769862,6647.756054066142,-48.74445848910534,-17232.0909137792,7729.62102386327,-2.22935779911841,0.00457636680828771,373.0,0.050215494373481
Q18PE1+O15146,model_2_multimer_v3_pred_0,9_A,0.45440407493409535,0.4574942886829376,0.44204321993872614,0.45440407493409535,0.40271727232292,14.560328638497651,66.58185185185185,162,0.2962962962962963,0.30864197530864196,0.2839506172839506,213,155.0278258110316,0.03489953487409704,0.5345201326985242,0.2669977625730009,25,4,0,0.338476184444203,3196.3027140653294,-19.748602407994497,-528.811692863245,3217.46050006663,-0.16435685623873,0.125582530403683,192.0,0.30478311134229
P01375+P41273,model_1_multimer_v3_pred_0,A_B,0.47420622642390464,0.45502257347106934,0.5509408382352456,0.47420622642390464,0.24090645665418844,9.32457627118644,77.38269230769231,52,0.28846153846153844,0.40384615384615385,0.11538461538461539,59,137.033296339362,0.0643939919594268,0.27333199213015036,0.23656074089647777,1,0,0,0.3855732007211514,899.7814866197134,-10.620162742413726,-117.29558344012,903.7479003,-0.129787945732636,0.132046969783677,64.0,0.348197794245289
Q92769+Q9P270,model_5_multimer_v3_pred_0,6_7,0.45335967736779603,0.449154257774353,0.47018135574156794,0.45335967736779603,0.14723929157372267,19.62857142857143,53.076535947712415,153,0.3006535947712418,0.29411764705882354,0.30718954248366015,210,123.25535587541623,0.011782024917603027,0.02764078876733081,0.160600770210407,25,5,0,0.3284310329214587,3366.115062923408,-32.39915309243156,-3848.0123370489,3538.4513667312,-1.08748487353203,0.0299115820226741,186.0,0.206421308558404
Q5XPI4+Q6IPM2,model_2_multimer_v3_pred_0,9_A,0.47451228283360253,0.43410778045654297,0.6361302923418407,0.47451228283360253,0.1904082047636858,21.966428571428573,60.68915887850467,107,0.17757009345794392,0.411214953271028,0.2803738317757009,140,130.24670533088974,0.013194844698078668,0.029691469937509506,0.1489227291176998,9,6,0,0.23843568456785397,2690.5916379199016,-5.298516336530156,-4560.52448992453,2811.86662828,-1.62188506526505,0.0124955497539596,189.0,0.1120051994788
Q8IY18+Q96SB8,model_2_multimer_v3_pred_0,9_A,0.432931378501043,0.4304570257663727,0.44282878943972426,0.432931378501043,0.6221902785287788,5.144795539033457,75.61515021459228,233,0.3218884120171674,0.24034334763948498,0.31759656652360513,269,183.72608363663016,0.19573103463550665,0.6261125236671237,0.30374790038783683,45,39,0,0.3723815173812499,5535.322098361348,18.108699678536368,858.119659069823,5281.8876387,0.162464580424325,0.198468740092839,358.0,0.316159188872922
Q8IY31+O00471,model_2_multimer_v3_pred_0,9_A,0.4673834156904333,0.429240882396698,0.6199535488653742,0.4673834156904333,0.21189122500190113,10.924242424242424,66.78023255813955,86,0.13953488372093023,0.5930232558139535,0.2441860465116279,99,133.26898239643245,0.033420314812804,0.03739977425093451,0.17927441731147367,4,3,0,0.3698094024901799,1919.4760015259783,-37.21089531654337,-973.553570595177,1873.6676106,-0.519597801172118,0.0735998690293764,102.0,0.27442152943124
Q6NVH7+Q3MIN7,model_5_multimer_v3_pred_0,6_7,0.440743845387482,0.4203144311904907,0.522461502175447,0.440743845387482,0.19071647966029123,20.73701923076923,64.59576470588236,85,0.21176470588235294,0.32941176470588235,0.24705882352941178,104,130.29181098926418,0.01204099723758064,0.01374560451044487,0.02809523809523809,8,15,0,0.31169650606078414,1792.4460009026639,-18.416619537228257,-3163.9357948688,1745.62061130332,-1.81249910454857,0.00912565088418088,120.0,0.0437588192449996
Q15006+Q8IWX8,model_3_multimer_v3_pred_0,8_9,0.40384831304765106,0.417935311794281,0.3475003180611311,0.40384831304765106,0.16993205445716272,24.4965625,57.67126050420168,119,0.2605042016806723,0.29411764705882354,0.3445378151260504,160,127.11437770226632,0.009905682990193117,0.0,0.04934640522875817,19,11,0,0.21362159730242825,2736.2222864671776,-12.81175010291821,-6985.65387828608,2779.91552000332,-2.51290149935123,0.00285781555154463,160.0,0.00850669883451692
Q96K19+O75477,model_2_multimer_v3_pred_0,9_A,0.42613369064259615,0.4174557328224182,0.4608455219233079,0.42613369064259615,0.17645462072145918,11.531884057971014,69.68666666666667,63,0.2222222222222222,0.5238095238095238,0.12698412698412698,69,128.1432636365102,0.03709571487518524,0.24703571856167264,0.1958822257429747,3,3,0,0.4439961113386736,1213.1830523432939,-23.079538855390012,280.952523174706,1174.3348859,0.239243955491782,0.21961236643375,77.0,0.315884780676206
Q86UY6+Q76FK4,model_2_multimer_v3_pred_0,9_A,0.38977567312552025,0.408516526222229,0.31481226073868523,0.38977567312552025,0.15919702812347436,17.247802197802198,63.98418918918919,74,0.24324324324324326,0.4189189189189189,0.25675675675675674,91,125.34767507572545,0.014089060288613803,0.0,0.01666666666666666,8,8,0,0.3349674453936246,1769.0243572378174,-20.057033732446882,-886.806542219131,1719.24242274332,-0.51581238950822,0.0740311953585734,117.0,0.207571614971803
Q676U5+P55884,model_3_multimer_v3_pred_0,8_9,0.41783756366397357,0.4069507420063019,0.4613848502946602,0.41783756366397357,0.130470342653988,21.657421875,56.97013698630136,73,0.2465753424657534,0.3287671232876712,0.3561643835616438,128,120.04804062973899,0.01299268902125203,0.14605903988395705,0.20886202507544072,21,8,0,0.22045443516732194,1721.956814116233,-10.837589805242203,-2685.49917860098,1937.84862596132,-1.3858147342488,0.0184085872610565,90.0,0.198247639845698
O75528+Q6P2E9,model_5_multimer_v3_pred_0,6_7,0.4041714916589749,0.4056380093097687,0.39830542105579986,0.4041714916589749,0.21393327410832524,24.132125603864736,57.66251851851852,135,0.24444444444444444,0.37037037037037035,0.28888888888888886,207,133.54468293324925,0.011419314808724247,0.3963494390549429,0.4312934395449076,23,8,0,0.2943033128829573,2907.2722599897397,-26.312390595205045,-3390.19543456971,3193.06435284132,-1.06173727176935,0.0311822108707983,169.0,0.230906923392461
P02545+Q9BX63,model_3_multimer_v3_pred_0,8_9,0.4151798742104056,0.39809679985046387,0.48351217165017224,0.4151798742104056,0.1413495946244666,25.976724137931033,54.52630630630631,111,0.24324324324324326,0.35135135135135137,0.3783783783783784,174,122.1688746062214,0.00939893235106791,0.011340791963804086,0.04446333001799753,22,3,0,0.22986963526325987,2266.798113226352,-13.674320010722852,-4796.02921923367,2381.98061427,-2.01346274209855,0.00654532162884292,137.0,0.0303067903146232
Q86UY6+Q9UHX1,model_5_multimer_v3_pred_0,6_7,0.3981456244288406,0.3936552405357361,0.41610716000125864,0.3981456244288406,0.43234162191428865,17.98015873015873,75.32547368421052,95,0.29473684210526313,0.4,0.24210526315789474,126,158.2114062233439,0.015829279861323292,0.012591041208568177,0.06540620579915134,14,16,0,0.41381145131112235,1979.1730117610105,-18.007694927253425,86.7444744237242,1988.8735543,0.0436148764893476,0.168825348145255,117.0,0.310301588265469
O43264+Q9UFG5,model_2_multimer_v3_pred_0,9_A,0.4193461179272927,0.3916543424129486,0.5301132199846689,0.4193461179272927,0.09326061952030851,13.995882352941177,49.849381443298974,97,0.23711340206185566,0.4845360824742268,0.21649484536082475,170,111.18649907158034,0.01597489713974439,0.06736031028509025,0.2763236336191217,11,10,0,0.27482690097682205,2187.6715698188227,-35.969289359497196,-2388.47636075084,2348.14958330242,-1.01717385371664,0.0335058102512569,122.0,0.182165452778778
Q14258+Q9Y3Z3,model_1_multimer_v3_pred_0,A_B,0.41742929656710326,0.3902330994606018,0.5262140849931091,0.41742929656710326,0.5512839859670081,28.7165625,78.21053191489362,94,0.2872340425531915,0.2872340425531915,0.2872340425531915,160,172.38539624776595,0.010139089670339718,0.013683412506294502,0.07493303993715228,12,4,0,0.1436730215526661,1563.7548712245755,-7.549113273635726,-3514.88216568827,1772.66341048332,-1.98282547318441,0.00688585849422996,110.0,0.0886805626984924
P78317+Q8IZL8,model_3_multimer_v3_pred_0,8_9,0.40535631787969734,0.3777560591697693,0.5157573527194095,0.40535631787969734,0.21847279102525835,22.352234636871508,59.54724137931035,116,0.2672413793103448,0.33620689655172414,0.21551724137931033,179,134.15118322787063,0.011544784192054895,0.11392978360314028,0.18100949282508821,27,3,0,0.29653885374999045,2029.923087887781,-14.225588470368436,-2302.06311556343,2066.37731902332,-1.11405748329231,0.0286529020162981,146.0,0.186010755528169
P50542+Q49A88,model_4_multimer_v3_pred_0,7_8,0.3533438297705064,0.3568151891231537,0.33945839235991704,0.3533438297705064,0.1021415034372762,23.082254196642683,43.355241935483875,248,0.29838709677419356,0.35080645161290325,0.24596774193548387,417,113.59663256727154,0.009481942391902809,0.018594415382083174,0.1281700041715043,39,4,0,0.19790226718299755,5216.61207211607,-37.312850617328195,-13623.8542347486,6070.99759770137,-2.24408822693438,0.00446587734230353,303.0,0.0330840610787023
Q96PC5+Q9Y4K3,model_3_multimer_v3_pred_0,8_9,0.33997708410610594,0.3513892889022827,0.2943282649213988,0.33997708410610594,0.4570562503521698,21.873691460055095,62.86367924528302,212,0.28773584905660377,0.37735849056603776,0.2641509433962264,363,160.92514897414517,0.013342302244126945,0.09232388409456972,0.2281545510515328,24,14,0,0.3290360696458591,4234.312074800447,-47.393887542647064,-5340.54910680373,4670.91462568327,-1.14336260342641,0.0273243878573363,238.0,0.209772452584913
P24539+Q9UII2,model_5_multimer_v3_pred_0,6_7,0.3495075461512892,0.351004958152771,0.3435178981453621,0.3495075461512892,0.18632895232589594,7.575,74.159375,48,0.20833333333333334,0.3958333333333333,0.375,56,129.64453146526293,0.08735382510489806,0.07445196690253483,0.22064062219725783,2,6,0,0.4856000414206766,1345.7908931784054,-15.573267408932594,2252.85164571891,1286.22901786,1.75151673180811,0.777737143642073,64.0,0.509894460488622
Q96EP0+Q01804,model_4_multimer_v3_pred_0,7_8,0.3327116177069487,0.3404847979545593,0.30161889671650594,0.3327116177069487,0.17874663209102915,22.39617414248021,49.83152941176471,255,0.27058823529411763,0.32941176470588235,0.21568627450980393,379,128.49753563385372,0.011463407415583524,0.27737311660564795,0.2303348350697098,40,12,0,0.3123162581563258,5746.308470932463,-45.83359115426083,-7730.63522937216,5978.19923995132,-1.29313776926497,0.0214175098305392,355.0,0.144335636014473
P51955+Q5T7B8,model_4_multimer_v3_pred_0,7_8,0.3425091210097473,0.3399307131767273,0.3528227523418273,0.3425091210097473,0.05306540564378781,26.96331168831169,43.584999999999994,114,0.22807017543859648,0.30701754385964913,0.38596491228070173,154,95.34309061765723,0.008668019645315333,0.0,0.04708333333333332,19,5,0,0.13734324807342804,2674.0408717708606,-14.427569755524814,-6285.09863096489,2795.44726940664,-2.2483338175429,0.00443452804172184,156.0,0.0584062509678078
Q15170+Q9Y4C1,model_3_multimer_v3_pred_0,8_9,0.3712704407175195,0.3364523649215698,0.5105427439013183,0.3712704407175195,0.2543148268469072,21.90282738095238,54.892947368421055,190,0.18421052631578946,0.34210526315789475,0.3368421052631579,336,138.6782089885356,0.010479726934553348,0.012865708022287396,0.059697190279620616,24,10,0,0.21264717031249925,3867.217428229935,-31.34006008274821,-8370.54909370981,4334.32307150235,-1.93122408173612,0.0074996317105277,216.0,0.0827146877588477
Q99440+Q99871,model_4_multimer_v3_pred_0,7_8,0.34161956572597796,0.3259105384349823,0.40445567488996054,0.34161956572597796,0.056103728661888175,15.37914110429448,43.85980198019802,101,0.3069306930693069,0.48514851485148514,0.13861386138613863,163,97.02611027220622,0.012020254367044346,0.014039544666031207,0.11933854861269232,2,0,0,0.29172566818213064,1686.9690921144079,-29.54744763292789,-2948.65160247135,1822.09751849,-1.61827321125762,0.0125700484088002,107.0,0.0380891391713862
Q8IY31+Q9NYP9,model_1_multimer_v3_pred_0,A_B,0.3420914470289491,0.32249775528907776,0.42046621398843437,0.3420914470289491,0.12879678378920834,13.75546875,66.27644067796611,59,0.22033898305084745,0.5254237288135594,0.23728813559322035,64,119.70717989947346,0.02076615616842828,0.01441478409348247,0.08958554572565802,8,5,0,0.34508942343777765,1448.546912114383,-22.821253191698503,306.305912785896,1397.11498873332,0.219241734041953,0.213952402257121,79.0,0.404484551388872
Q8TEA7+Q9ULJ8,model_3_multimer_v3_pred_0,8_9,0.3567593973759128,0.31775087118148804,0.5127935021536117,0.3567593973759128,0.03563126742190023,26.817622950819672,39.13061728395061,81,0.30864197530864196,0.2345679012345679,0.38271604938271603,122,81.64054805074159,0.008274991809642751,0.0,0.0,11,6,0,0.15747657683096405,2129.3756163493686,-15.858364976857843,-5244.30275019676,2435.22554646664,-2.15351828819549,0.0051897638122812,131.0,0.0213926474118609
P13569+O75477,model_1_multimer_v3_pred_0,A_B,0.39572656616587953,0.31543445587158203,0.7168950073430693,0.39572656616587953,0.02178025222500959,21.79375,57.19692307692307,13,0.15384615384615385,0.38461538461538464,0.38461538461538464,8,51.653968517517654,0.01016329092991413,0.0,0.0,0,7,0,0.4099784565205766,353.8812344309462,5.738235193934031,-804.262609538,349.97299,-2.29807051549321,0.00408319403335905,26.0,0.0188565749193692
O94972+Q6UWP8,model_4_multimer_v3_pred_0,7_8,0.3168021588976447,0.3150353729724884,0.32386930259826974,0.3168021588976447,0.03442991602890329,23.994615384615386,37.96258426966292,89,0.24719101123595505,0.29213483146067415,0.3595505617977528,130,80.25075265324203,0.010154789059685022,0.2275961980222625,0.26549437219056404,15,5,0,0.22081444856077515,2220.192858714163,-11.89466837430399,-2982.64578973324,2359.29651700559,-1.26420980501374,0.0224516639816812,117.0,0.184469691417526
Q01804+Q9UPR3,model_1_multimer_v3_pred_0,A_B,0.33235949091470635,0.3150063157081604,0.4017721917408901,0.33235949091470635,0.0631182002732194,24.14039145907473,41.031168831168834,231,0.3333333333333333,0.2987012987012987,0.24675324675324675,281,100.47328242997546,0.009196908667953863,0.01759048501662891,0.10737739389233955,33,7,0,0.19381854118282968,5146.635091497917,-41.330692771508666,-10193.7411755045,5262.31367704427,-1.93712154027847,0.00742682297234687,308.0,0.0528539896283692
Q5XPI4+Q5T4F4,model_4_multimer_v3_pred_0,7_8,0.3882907090818245,0.3114355206489563,0.6957114628132972,0.3882907090818245,0.13100116397933767,20.531739130434783,58.30805825242719,103,0.2912621359223301,0.3300970873786408,0.21359223300970873,115,120.1552897159893,0.01103930093278498,0.01206734887397766,0.06160201149425289,14,3,0,0.28616108205203317,2130.1444871697604,-11.60844307164166,-2677.03205769619,2054.4232587,-1.30305770554319,0.0210737212904611,145.0,0.0472876887584542
Q96K80+O75400,model_1_multimer_v3_pred_0,A_B,0.3196095133598127,0.3087339401245117,0.36311180630101647,0.3196095133598127,0.12734730689842197,18.85412844036697,58.60752941176471,85,0.23529411764705882,0.35294117647058826,0.3176470588235294,109,119.40853340236387,0.015272618516897842,0.14020184990122533,0.20808432253419318,9,15,0,0.2602550299768679,2291.0046038491655,-7.409345665822627,-2633.3887124648,2229.74665584332,-1.18102597241874,0.0257046323443242,131.0,0.171080806446377
Q13033+Q14BN4,model_1_multimer_v3_pred_0,A_B,0.3176880910428826,0.3071253299713135,0.35993913532915894,0.3176880910428826,0.1436636394446379,21.79265060240964,46.828984375,256,0.2578125,0.35546875,0.33203125,415,122.60053341392906,0.010591881532875505,0.039445517670634284,0.1995023876706848,45,16,0,0.2722353778722175,5818.704194654227,-45.68895889505802,-9084.31979916955,6168.4015194899,-1.47271862417944,0.0159660201276666,315.0,0.118271103598255
O75791+Q9ULH1,model_2_multimer_v3_pred_0,9_A,0.30936019007759646,0.3069022297859192,0.31919203124430556,0.30936019007759646,0.09964393276720013,22.29478260869565,54.80776595744681,94,0.2978723404255319,0.22340425531914893,0.2978723404255319,115,112.94224494311685,0.010412643103700749,0.01542549937511926,0.10102961731251206,9,6,0,0.27763298756848853,1879.9723364903994,-12.120260174694806,-1966.57738067389,1820.1889765,-1.08042483833485,0.0302549107990224,120.0,0.239788761156102
O14976+Q13470,model_4_multimer_v3_pred_0,7_8,0.31326602413332844,0.3034227192401886,0.3526392437058877,0.31326602413332844,0.3566881663676312,23.961979166666666,61.04383419689119,193,0.21761658031088082,0.33678756476683935,0.27979274611398963,288,150.13074724785423,0.010513172728821279,0.02493694810652313,0.09488824315930615,27,17,0,0.19467909115583962,3574.859817083402,-24.24362541239566,-8993.23159207184,4062.67244363663,-2.21362458254737,0.00469738446133766,224.0,0.0422818365699997
P07949+P49757,model_3_multimer_v3_pred_0,8_9,0.32489881468345744,0.30117955803871155,0.41977584126244094,0.32489881468345744,0.060317491237737594,26.25170068027211,40.17331775700934,214,0.26635514018691586,0.3177570093457944,0.27102803738317754,294,99.16170163931332,0.008776868059330192,0.08027462637196216,0.1597147740232448,27,9,0,0.1851352510206274,4844.9721155177285,-34.850628352232775,-9450.22084207586,5134.98561065817,-1.84035975143942,0.00871520287520816,288.0,0.0996851678286537
O14641+Q13501,model_3_multimer_v3_pred_0,8_9,0.29434546667301775,0.30063483119010925,0.26918800860465164,0.29434546667301775,0.08784197378424766,23.17827868852459,45.90351351351351,185,0.23243243243243245,0.2972972972972973,0.31891891891891894,244,109.58958115536453,0.009302166482207375,0.012938283207073076,0.06448088739217771,25,22,0,0.3047915542934806,3805.9836569401077,-28.838520609023703,-3174.65439983128,3811.87363175863,-0.832833064921576,0.0450140581762775,235.0,0.19938522832098
Q99558+Q14974,model_1_multimer_v3_pred_0,A_B,0.33432748004599555,0.2911866307258606,0.5068908773265353,0.33432748004599555,0.6258887791879733,25.820848484848486,63.24339534883721,430,0.28604651162790695,0.3302325581395349,0.27906976744186046,825,184.44645008482024,0.009459206417419503,0.0,0.006249999999999978,52,29,0,0.18439720310577257,7865.112537913506,-49.20109727595559,-22112.2973914648,9693.57915315333,-2.28112826460716,0.00419964368316639,483.0,0.0515948759166345
Q86UY6+Q9NRZ9,model_3_multimer_v3_pred_0,8_9,0.3345653162810809,0.28939276933670044,0.5152555040586027,0.3345653162810809,0.06195786639187355,27.495238095238093,61.567499999999995,40,0.325,0.35,0.3,42,99.93940068657274,0.008997023914953753,0.0,0.0,2,4,0,0.22567717875706994,1152.3272592511603,2.860182654661969,-2740.9125725757,1108.15447226332,-2.47340297871794,0.00305168520225751,80.0,0.0101908692590553
P57078+Q00688,model_2_multimer_v3_pred_0,9_A,0.3139280409797723,0.28111815452575684,0.44516758679583407,0.3139280409797723,0.16101654807309138,24.478488372093025,64.95432432432432,74,0.2972972972972973,0.22972972972972974,0.40540540540540543,86,125.65403980697779,0.010189716171920259,0.0,0.009722222222222217,13,12,0,0.27284472341071153,1677.3544264001357,6.153962399819193,-3727.03288313166,1694.66921949,-2.19926864798624,0.00481058487658415,120.0,0.0192878505867501
Q8NA56+Q70UQ0,model_1_multimer_v3_pred_0,A_B,0.32187922688388104,0.28090864419937134,0.48576155762191986,0.32187922688388104,0.06059887933260895,26.932333333333332,45.63094117647059,85,0.27058823529411763,0.32941176470588235,0.35294117647058826,150,99.29709223660163,0.008559309243001328,0.0,0.0,15,2,0,0.17611951735579068,1753.443160468506,-16.105886779720322,-3801.53085826742,1981.84603537032,-1.91817668498001,0.00766323883162695,104.0,0.129107523515739
P57081+Q96PK6,model_1_multimer_v3_pred_0,A_B,0.30377391613219523,0.27613380551338196,0.41433435860744827,0.30377391613219523,0.053572470483210344,18.81111111111111,57.84697674418605,43,0.20930232558139536,0.13953488372093023,0.4418604651162791,45,95.63334583755967,0.011507471150081178,0.0,0.0,6,4,0,0.239568241425172,861.796313357288,-3.0745341133397233,-1635.86100046152,836.472751309,-1.95566561839767,0.00720242251470776,65.0,0.0118154298323615
